place,lat,long,value
ESC.JUNRRENO,-14.37257,-66.93327,51.61
ESC.LA ARGENTINA,-14.828430000000001,-65.32679,64.18
ESC.LA CAYOBA,-13.09004,-64.08502,32.84
ESC.LA EMBOCADA,-14.97601,-66.73125,60.98
ESC.LA ISIGA-PERSEVERA,-15.39423,-64.32283,40.54
ESC.LA LAJA,-18.254157,-64.295832,39.24
ESC.LAGUNILLAS,-19.65222,-63.67723,46.7
ESC.LAS ABRAS,-14.4615,-66.93307,91.78
ESC.LAS PEÑITAS,-12.63922,-64.39467,100
ESC.LIMONCITO,-16.761648,-63.066718,71.56
ESC.LITORAL,-14.97235,-65.57434,90.38
ESC.LOMA LARGA,-18.763414,-63.901474,22.09
ESC.LOS MONTES DE ORO,-14.33763,-65.8585,50
ESC.MAMERTO CUELLAR COSTA,-17.69388,-63.16402,26.37
ESC.MARY RIBERA G.,-14.81399,-64.88783,30.83
ESC.MASICURI,-18.83035,-63.7827,30.13
ESC.MAYOR PEDRO VACA DIEZ,-14.86952,-64.96582,53.02
ESC.MERCEDES DE LOJOJOTA,-16.5034,-65.57259,87.88
ESC.MIRAFLORES,-15.709298,-60.398978,19.35
ESC.MONTE GRANDE,-15.63879,-65.82966,80.25
ESC.MONTE MAE,-15.53512,-65.72498,42.86
ESC.MUNICIPAL,-17.70868,-61.17406,38.6
ESC.NAPOLEON AÑEZ ORTIZ,-13.26702,-64.61865,44.35
ESC.NARANJO,-18.426721,-64.25041,19.12
ESC.NICOLAS SUAREZ,-14.83268,-64.90492,25.43
ESC.NUCLEO AÑAPACO,-18.432917,-64.283173,37.5
ESC.NUCLEO CENTRAL ESPIRITU,-16.187238,-60.528236,30.51
ESC.OVIDIO ROCA C.,-15.55553,-65.55151,46.68
ESC.PEÑA AMARILLA,-11.5471,-66.67179,15.38
ESC.PERFECTA VDA. DE BEJARANO,-15.19398,-64.76012,59.63
ESC.PEROTO,-14.97516,-64.63706,41.84
ESC.PTO.SAN LORENZO,-15.77166,-65.4773,52.87
ESC.PUERTO BALLIVIAN,-14.79312,-64.97205,52.99
ESC.PUERTO YATA,-13.45108,-66.63308,28.32
ESC.RETIRO,-15.34924,-65.80604,98.06
ESC.ROSARIO DEL YATA,-10.99195,-65.57995,56.02
ESC.S.JUAN DEL REMANZO,-14.67902,-66.5321,82.05
ESC.SACHOJERE,-14.98731,-64.75289,56.11
ESC.SAN ANTONIO,-15.1992,-64.99944,51.85
ESC.SAN ANTONIO,-14.83844,-64.91032,32.9
ESC.SAN ANTONIO DE IMOSE,-15.95693,-65.35487,42.17
ESC.SAN CARLOS,-13.23234,-65.70103,75
ESC.SAN FRANCISCO,-15.41029,-65.35629,68.52
ESC.SAN JOSE,-14.82626,-64.90439,25.04
ESC.SAN JOSE AGUIRRE ACHA,-18.30182,-64.15065,47.64
ESC.SAN JOSE DE PATROCINIO,-15.7724,-65.29938,9.09
ESC.SAN JOSE DEL CABITU,-15.26368,-65.9744,77.56
ESC.SAN JUAN DE AGUAS DULCES,-14.80817,-64.57809,24.72
ESC.SAN LORENZO,-16.708375,-61.872912,98.05
ESC.SAN LORENZO,-15.03478,-64.7207,51.43
ESC.SAN MIGUELITO ISIBORO,-16.52943,-65.44078,90.48
ESC.SAN PABLO DE LA LADERA,-18.43097,-63.924623,48.57
ESC.SAN PABLO-ISIBORO,-15.70741,-65.14317,76.52
ESC.SAN SIMON,-13.61491,-62.02819,69.7
ESC.SAN VICENTE,-16.272858,-60.075247,42.99
ESC.SANTA ANA,-18.59265,-64.14568,49.02
ESC.SANTA ANA,-16.585163,-60.68709,23.25
ESC.SANTA ELENA DEL CARIPO,-14.5799,-66.82342,61.39
ESC.SANTA MARIA,-13.11831,-63.825,34.52
ESC.SANTA ROSA,-15.10586,-64.244,53.94
ESC.SANTA ROSA,-13.51003,-66.16964,55.56
ESC.SANTA ROSA,-12.29405,-65.11021,23.73
ESC.SANTA ROSA ROCA,-15.9136,-61.43752,44.32
ESC.SECCIONAL CAFETAL,-13.49341,-61.88521,66.94
ESC.SECCIONAL CHOCHIS,-18.148974,-60.031024,20.81
ESC.SOLIDARIDAD 55,-17.88467,-63.09384,52.53
ESC.SOMOPAE,-14.94441,-64.65401,48.17
ESC.SUB-CENTRAL PUEBLO NUEVO,-15.24535,-65.88788,84.38
ESC.TIERRAS NUEVAS,-18.484212,-63.903618,14.71
ESC.TRINIDACITO,-15.76319,-65.30994,12.9
ESC.TTE.ROMAN ALDERETTE,-18.35822,-64.15926,40.14
ESC.UNID EDU.  VILLA REYES,-17.39157,-62.82537,56.45
ESC.UNID.EDU.    MOTACU,-17.555541,-63.118129,30.35
ESC.VILLA BANZER,-14.94876,-64.41677,60.94
ESC.WENCESLAO AÑEZ,-14.60486,-65.63189,45.43
ESCUELA 12 DE OCTUBRE,-11.0167,-65.69309,53.03
ESCUELA 13 DE ABRIL,-14.836254,-64.884349,41.38
ESCUELA 1RO DE DICIEMBRE,-11.01311,-66.07318,26.59
ESCUELA 1RO DE MAYO,-17.79881,-63.12766,22.48
ESCUELA 23 DE MARZO,-18.09747,-63.34325,83.94
ESCUELA 23 DE MARZO,-17.718285,-63.14704,34.3
ESCUELA 4 DE JULIO,-15.73327,-63.46377,84.78
ESCUELA 6 DE AGOSTO,-17.72828,-63.21883,7.64
ESCUELA ADOLFO BURTON,-16.27246,-62.50405,35.16
ESCUELA ADOLFO ROMAN HIJO,-17.6432,-62.823514,35.75
ESCUELA ALTO IVON,-11.87361,-66.03656,98.31
ESCUELA ANDRES IBAÑEZ,-18.02817,-63.40279,54.44
ESCUELA AUSTRALIA,-12.78946,-66.52208,50
ESCUELA BOLIVAR,-11.00223,-65.9,51.75
ESCUELA BRASIL,-10.8307,-65.3572,31.75
ESCUELA CANOTO,-17.78442,-63.19444,18.21
ESCUELA CASARABE,-14.87161,-64.47997,43.42
ESCUELA CENTRAL ANICETO PARADA ROCA,-17.6197,-63.44804,15.64
ESCUELA CENTRAL FE Y ALEGRIA,-19.790759,-63.196864,39.49
ESCUELA CENTRAL SOMBRERITO,-17.88821,-63.36818,50
ESCUELA CORTE HONDO,-16.648464,-64.746951,89.71
ESCUELA DE BERMEO,-14.89496,-65.3772,62.96
ESCUELA DE CALIFORNIA,-11.95482,-66.90263,58.49
ESCUELA DE NUEVA BETANIA,-15.02995,-64.34632,57.75
ESCUELA DEMETRIO AÑEZ,-17.66665,-62.79085,44.78
ESCUELA EDUARDO ABAROA,-11.30087,-66.95135,31.51
ESCUELA EDUARDO AVAROA,-17.02607,-62.93443,70.38
ESCUELA EL ORIENTE DEL YACUMA,-14.35404,-66.99512,56.41
ESCUELA EL ROSARIO,-13.82903,-66.71803,48.31
ESCUELA ELVIRA,-14.92893,-64.60383,42.37
ESCUELA EMILIO CAMPOS PEDRIEL,-14.81962,-64.8847,31.86
ESCUELA ESPIRITU SANTO,-14.63469,-64.80295,61.76
ESCUELA GERMAN BUSCH,-17.73404,-62.93764,68.18
ESCUELA IRENIA MONTERO,-17.87279,-63.4469,72.16
ESCUELA IVIATO,-14.83285,-64.44854,45.03
ESCUELA JESUS GOMEZ,-17.736893,-63.011014,41.94
ESCUELA JOSE GIL SORUCO,-17.95629,-63.2532,40.96
ESCUELA KM 9,-17.6916,-63.15509,27
ESCUELA LAGUNA COLORADA,-14.63861,-64.63057,57.58
ESCUELA LIMONCITO,-15.73327,-63.46377,48.28
ESCUELA LOS ALMENDROS,-10.83402,-65.3472,37.94
ESCUELA LOS TAJIBOS,-11.02086,-66.04456,37.39
ESCUELA LUZ Y VERDAD,-16.63566,-62.91896,71.26
ESCUELA MAESTRO PITAGORAS,-17.89535,-63.29059,59.95
ESCUELA MARIPOSA,-12.27631,-66.1415,37.04
ESCUELA NAZARETH,-11.38739,-66.3375,31.03
ESCUELA NUEVA AURORA,-17.577191,-62.824901,20
ESCUELA NUEVA ESPERANZA,-17.86146,-63.26702,32.58
ESCUELA NUEVA ISRAEL,-14.67209,-64.3355,48.28
ESCUELA NUEVA MAGDALENA,-15.48585,-63.69929,73.5
ESCUELA NUEVA TRINIDAD,-14.82357,-64.8754,38.19
ESCUELA PEDRO IGNACIO MUIBA,-14.49183,-64.08376,53.75
ESCUELA PETROLERA,-11.00229,-66.05014,31.95
ESCUELA PRIMAVERA,-17.81673,-63.1032,31.22
ESCUELA PUERTO ICHILO,-17.74908,-63.23566,26.51
ESCUELA PUERTO RICO,-18.00683,-63.39142,59.29
ESCUELA PUERTO SANTIAGO,-13.10789,-65.20205,31.25
ESCUELA REP. DE MEXICO,-17.7372,-62.95778,75.57
ESCUELA SAN CARLOS,-17.7572,-63.18186,16.2
ESCUELA SAN JAVIER,-14.59987,-64.88087,49.82
ESCUELA SAN JOAQUIN,-17.722381,-63.136676,35.28
ESCUELA SAN JUAN DEL JORDAN,-12.88492,-66.42942,45.45
ESCUELA SAN LORENZO,-17.76947,-63.24335,26.97
ESCUELA SAN PEDRO,-14.33668,-64.90086,48.86
ESCUELA SANTA MARIA,-11.1185,-65.93813,57.74
ESCUELA SANTA MARTHA,-17.96476,-63.36341,66.67
ESCUELA SANTA ROSA DEL CHAPARE,-15.939349,-64.757217,22.22
ESCUELA SANTÍSIMA TRINIDAD,-16.61358,-65.76534,72.9
ESCUELA SANTUARIO,-11.5389,-66.4724,48.89
ESCUELA SECCIONAL AQUIO,-19.70833,-63.68824,25.76
ESCUELA SECCIONAL GUAPILO,-17.760562,-63.081403,35.49
ESCUELA SECCIONAL SAIPURU,-19.522041,-63.23007,45.63
ESCUELA SECCIONAL ZAFRANILLA,-17.62794,-63.00508,34.32
ESCUELA TAJIBOTE,-15.63134,-64.08765,66.67
ESCUELA TARUMATU,-17.65729,-63.24299,23.99
ESCUELA TIQUIPAYA,-18.08387,-63.45114,77.03
ESCUELA TUNAS NUEVO,-17.639084,-61.712867,82.14
ESCUELA U.E CLUB SOCIAL 24 DE SEPTIEMBRE,-17.69314,-63.0174,43.96
ESCUELA UNID. EDU.NUEVO HORIZONTE,-17.32424,-62.80159,29.86
ESCUELA UNIDADEDUCATIVA OSCAR ALFARO,-17.79542,-63.01909,78.27
ESCUELA VILLA LOURDES,-14.42944,-67.5043,50.69
ESCUELA WARNES,-10.92752,-65.96947,38.6
ESCUELA. COLEGIO EVANGELICO METODISTA,-17.219152,-62.889175,32.99
ESCUELA.COL. SAN MARCOS,-17.75545,-62.98962,42.02
ESCUELA.COLEGIO LORENZO CORTEZ RIVERA,-17.75099,-62.9951,33.27
ESCUELA.COLEGIO MANUEL ANGEL CORTEZ,-17.75491,-63.0035,38.8
ESCUELA.U.E. CALLEJAS,-17.75099,-62.9951,30.33
FACULTAD DE CIENCIAS AGRICOLAS UAGRM,-17.698143,-63.148744,29.35
FRED NUÑEZ GONZALES,-17.717763,-63.069608,53.59
GLADYS RIVERO DE JIMENEZ,-17.77348,-63.20806,29.05
INFOCAL,NA,NA,30.3
KINDER CARIÑOSITO,-17.849401,-63.214436,33.33
KINDER FERROVIARIO,-17.781,-63.145,36.84
KINDER GUARDERIA EL CARMEN,-17.77054,-63.203832,13.33
KINDER JHON F. KENNEDY,-10.99814,-66.06571,24.5
KINDER LIBERTAD,-17.800112,-63.120663,12.5
KINDER LUISA SAUCEDO,-17.77909,-63.18323,10.09
KINDER MI DULCE HOGAR,-15.898185,-63.187917,54.08
KINDER NIMIA CENTELLA,-17.78436,-63.11775,11.43
KINDER SANTA MARIA,-18.486182,-64.101602,36.4
KINDER VICTOR LEON ARUETA (VACA DIEZ MEDIO),-11.021086,-68.760128,28.31
L.GILFREDO CORTEZ CANDIA,-14.99516,-65.64448,60.97
LIC.MIXTO GUAYAMERIN,-10.82098,-65.35883,34.19
LICEO MARIO SAIELLY,-14.83593,-64.90276,29.53
LUZ DEL MUNDO C,-17.77199,-63.1118,30.99
MADRE TERESA DE CALCUTA,-17.87858,-63.23131,54.58
MEDIO MONTE,-16.52462,-62.07742,90.65
MISIONES DE JESUS,-17.84764,-63.21696,43.72
MODULO EDUCATIVO 24 DE SEPTIEMBRE,-17.819547,-63.205039,30.48
MODULO EDUCATIVO 3 LAGUNAS,-17.80221,-63.1305,41.86
MODULO EDUCATIVO CENETROP,-17.868277,-63.175314,38.46
MODULO EDUCATIVO GERMAN BUSCH,-17.735019,-63.174423,14.29
MODULO EDUCATIVO JARDIN LATINO,-17.811045,-63.226846,16.13
MODULO EDUCATIVO JOSE MIGUEL DE VELASCO,-17.75368,-63.18459,17.73
MODULO EDUCATIVO MARIA DE MATTIAS,-17.844515,-63.193289,26.92
MODULO EDUCATIVO REPUBLICA DE COLOMBIA,-17.860021,-63.20602,56.25
MODULO RANCHO NUEVO,-17.74573,-63.12128,36.14
MONTE SINAI,-16.230472,-63.298932,85.12
MOTACUSAL,-17.68219,-63.10342,89.15
NACIONES UNIDAS,-17.732546,-63.177396,24.3
NUCLEO CENTRAL LA ENCONADA,-17.056273,-63.895757,66.94
NUCLEO CENTRAL TARUMA,-18.11805,-63.46047,51.99
NUCLEO ESCOLAR LA EMBROLLA,-13.6832,-63.82495,80.77
NUCLEO SAN CARLOS,-18.13221,-63.33423,41.79
PEDRO DIEZ,-17.85394,-63.18398,36.64
PEDRO PABLO PEÑA GARCIA,-16.752924,-61.934605,100
POLITECNICO BENJAMIN BOWLES,-11.00485,-66.05167,32.44
POLITECNICO PENTAGUAZU,-17.595012,-63.130667,56.6
PROGRESO,-17.72208,-63.13077,30.28
SAHARA GUARDIA,-17.85209,-63.20287,28.42
SANTA ROSA DEL ISIBORO,-16.26001,-65.20737,76.81
SECCIONAL PARABANOCITO,-18.22056,-63.46001,57.94
U. E.  AMERICA,-11.01896,-68.75782,31.46
U. E. 11 DE OCTUBRE,-11.037167,-68.770393,39.65
U. E. COBIJA,-11.027927,-68.760207,36.66
U. E. INSTITUTO AMERICANO,-11.024932,-68.760995,32.44
U. E. JOSÉ MANUEL PANDO,-11.03101,-68.774197,41.33
U. E. JUANA AZURDUY DE PADILLA,-11.03087,-68.754595,35.5
U. E. MANUELA ROJAS,-11.016534,-68.77937,33.83
U. E. MARISCAL SUCRE,-11.038379,-68.774029,46.83
U. E. ROGELIA MENACHO DE BALCAZAR,-11.039107,-68.766762,39.75
U. E. SIMON BOLIVAR,-11.037694,-68.787253,44.81
U. E. SOFIA CALPIÑEIRO,-11.011823,-68.754981,33.16
U. E. TENTA PIAU,-19.557886,-63.668154,52.94
U. E. VACA DIEZ (INTERMEDIO),-11.018514,-68.756254,40.93
U. E. VACA DIEZ (MEDIO),-11.02054,-68.76039,31.83
U.A.B. (CARRERA DE DERECHO),-14.83274,-64.91308,30.67
U.E . SAN JUAN,-17.60646,-63.10375,50.18
U.E 15 DE AGOSTO,-14.83425,-64.92943,41.87
U.E 19 DE MARZO,-17.86819,-63.08685,68.84
U.E EL CORRALON,-16.279411,-63.287104,86.81
U.E FEDERICO DEMMER,-10.99968,-66.04344,31.88
U.E GONZALO SUAREZ D.,-14.85325,-64.90136,34.76
U.E LUIS ESPINAL CAMS,-14.840913,-64.925073,43.82
U.E MARCA COROICO,-14.78361,-67.08862,85.71
U.E MIGUEL ANTELO,-10.82256,-65.34438,37.64
U.E SAN IGNACIO DEL MANIQUI,-14.85899,-66.72903,44.29
U.E VILLA SAN ANTONIO,-14.87003,-66.74652,43.24
U.E.  12 DE ABRIL,-10.82638,-66.18632,40
U.E.  2 DE AGOSTO,-11.45478,-67.05062,21.54
U.E.  23 DE MARZO,-10.4217,-66.30795,49.25
U.E.  24 DE SEPTIEMBRE,-11.72435,-66.9321,66.27
U.E.  6 DE JUNIO,-11.30354,-66.84736,96.72
U.E.  ANDRES IDAGUA,-10.79472,-65.96667,53.35
U.E.  BRUNO RACUA,-11.34711,-66.98441,49.33
U.E.  FEDERICO HECKER,-12.17911,-66.9248,55.07
U.E.  FLORIDA,-12.19954,-68.63426,61.8
U.E.  GENOVEVA RIOS,-11.28025,-69.06962,47.64
U.E.  GENOVEVA RIOS,-11.27083,-66.80064,44.23
U.E.  GERMAN BUSCH,-11.30694,-67.17651,54.52
U.E.  GUTEMBERT CRUZ,-11.255533,-68.877287,42.86
U.E.  HUGO ANTEQUERA,-11.08514,-67.89793,42.02
U.E.  JORGE HAENSEL,-10.94822,-66.44067,34.85
U.E.  JUANCITO PINTO,-11.87768,-68.98754,59.2
U.E.  KM. 35 DE KARAMANU,-11.161918,-68.326393,65
U.E.  KM. 60 DE SAN ANTONIO,-11.16999,-68.09121,64.03
U.E.  LA SALLE EMETERIO RUIZ,-11.10394,-67.5565,51.71
U.E.  LOS MANDARINOS,-11.24423,-67.44718,54.17
U.E.  MANUEL ESTREMADOIRO MARTINEZ,-10.05819,-65.34017,40.23
U.E.  MONTE SINAI,-10.25371,-65.31994,90.98
U.E.  PORTACHUELO DIOS ES AMOR,-11.26265,-66.288572,84.23
U.E.  ROBERTO GONZALES,-10.733076,-65.908786,57.3
U.E.  SAN ANTONIO,-11.29652,-67.39052,81.71
U.E.  SANTA LUCIA,-11.25383,-69.01627,42.11
U.E.  SILVERIO ROJAS GONZALES,-11.470248,-67.257814,60.64
U.E.  SOLEDAD,-11.57613,-66.9871,56.8
U.E.  ZACARIAS MORENO,-10.87283,-67.48418,36.82
U.E. 11 DE SEPTIEMBRE,-10.330903,-66.424379,70.06
U.E. 12 DE ABRIL,-17.338281,-63.258308,52.1
U.E. 12 DE OCTUBRE,-17.543294,-61.510575,31.58
U.E. 15 DE AGOSTO,-16.0462,-61.221,84.47
U.E. 18 DE JULIO,-17.7454,-63.0932,45.95
U.E. 19 DE MARZO,-16.298085,-61.031596,NaN
U.E. 2 DE ABRIL,-17.81759,-63.14366,19.63
U.E. 2 DE AGOSTO,-11.36894,-66.41665,67.65
U.E. 21 DE SEPTIEMBRE,-11.5493,-66.93037,60
U.E. 24 DE JUNIO,-17.017444,-63.379794,82.72
U.E. 24 DE MARZO,-17.729421,-63.101308,65.07
U.E. 24 DE SEPTIEMBRE,-19.751458,-63.194817,71.43
U.E. 25 DE OCTUBRE,-17.81277,-63.0919,54.12
U.E. 26 DE JUNIO,-17.845325,-63.102148,57.26
U.E. 26 DE NOVIEMBRE,-17.730587,-63.131925,31.11
U.E. 27 DE ABRIL,-16.863758,-62.611868,61.54
U.E. 27 DE MAYO,-11.44472,-66.677294,73.88
U.E. 4 DE AGOSTO,-12.175625,-67.019254,69.05
U.E. 5 DE SEPTIEMBRE,-17.53204,-63.693,94.25
U.E. 6 DE AGOSTO,-17.408784,-63.610642,15.75
U.E. 6 DE AGOSTO,-11.283606,-66.819011,100
U.E. 9 DE ABRIL,-10.840114,-65.361814,40.54
U.E. ABUNA,-10.60663,-67.45408,48.88
U.E. AGUA DULCE,-11.00872,-66.20935,53.79
U.E. AKUALAND,-17.644026,-63.172042,33.02
U.E. ALIANZA EL PROGRESO,-17.05495,-63.219598,73.58
U.E. ALICE ALVAREZ DE AREDONDO I,-17.118638,-63.230644,43.52
U.E. ALTA GRACIA,-11.60331,-68.25834,92.11
U.E. ALTAMIRA,-16.715139,-61.0463,86.96
U.E. ANGEL FOIANINI BANZER II,-17.8802,-63.2851,46.06
U.E. ANTONIO ANZUATI,-17.536951,-63.171488,66.01
U.E. APONTE DE JORORI,-17.88749,-63.02875,61.93
U.E. ARBOLEDA DE FATIMA,-17.77194,-63.09396,32.04
U.E. ARCA DE NOE,-17.747091,-63.099402,38.42
U.E. ARMINDA MERCADO P.,-17.220026,-63.278794,24
U.E. AUGUSTO GUTIERREZ BANZER,-10.85149,-67.35876,74.36
U.E. AYACUCHO,-17.86675,-63.219054,61.32
U.E. BARRIO LINDO,-17.89636,-63.26904,55.3
U.E. BATRAJA,-11.29704,-67.32244,49.28
U.E. BELEN,-10.83641,-65.35558,38.86
U.E. BELLA FLOR,-11.330173,-66.211784,55.07
U.E. BENJAMIN BANEGAS VACA,-17.125899,-63.228782,46.09
U.E. BERNARDO MONTEAGUDO,-15.22893,-61.43381,93.41
U.E. BIBOSI,-17.72477,-63.109756,50
U.E. BICENTENARIO,-17.98782,-63.38105,58.72
U.E. BICENTENARIO ARCO IRIS,-17.86212,-63.221398,35.63
U.E. BICENTENARIO II,-17.98782,-63.38105,33.33
U.E. BIOCEANICA,-11.13272,-69.37039,38.84
U.E. BRUNO RACUA,-11.237727,-68.689359,57.5
U.E. BUENA FE,-17.5464,-63.0742,70.47
U.E. BUENA VISTA,-17.822138,-59.972446,39.13
U.E. BUENA VISTA,-11.09413,-67.67737,41.03
U.E. BUYUYO,-11.61425,-68.80491,72.95
U.E. CAMPO ROSSO 4 DE ABRIL,-17.59862,-63.13654,51.63
U.E. CARMEN ALTO,-11.71022,-66.36278,53.01
U.E. CARPARICITO,-19.802275,-63.662286,66.15
U.E. CELEDONIO CORTEZON,-16.03947,-61.15897,NaN
U.E. CHIVE,-12.39163,-68.58688,48.28
U.E. CIELITO LINDO,-17.77039,-63.10667,31.68
U.E. CLARA SERRANO,-17.698088,-63.067643,50.75
U.E. CORDECRUZ,-17.847446,-63.247476,42.18
U.E. CURICHON,-11.94377,-68.569041,50.52
U.E. DE BELLA VISTA,-11.067001,-68.786023,48.09
U.E. DE BOLPEBRA,-10.94741,-69.56477,64.29
U.E. DE FLORIDA,-11.121167,-67.607624,94.44
U.E. DE HOLANDA,-11.76399,-68.71101,68
U.E. DE IBERIA,-11.69689,-66.74494,68.97
U.E. DE LA CRUZ,-12.026815,-68.122221,70.97
U.E. DE LAS ARENAS,-11.58415,-67.69072,80.95
U.E. DE MUKDEN,-11.1877,-69.02858,21.13
U.E. DE PALESTINA,-11.03269,-67.09533,55.36
U.E. DE PEKIN,-12.00184,-67.65797,38.57
U.E. DE ROSARIO,-12.29388,-66.93926,48.08
U.E. DE YAMINAHUA,-10.93892,-69.42874,69.81
U.E. DEFENSORES DEL ACRE,-11.023385,-68.776279,40.48
U.E. DERREPENTE,-10.93787,-66.94105,33.93
U.E. EL ARENAL,-20.40366,-63.51412,94.62
U.E. EL ARENAL C,-17.762861,-63.123807,61.54
U.E. EL MANANTIAL,-17.60827,-63.12106,43.63
U.E. EL SALAO,-18.977313,-57.828798,25
U.E. EL SENA,-11.48288,-67.24951,46.1
U.E. EL TURI (RIO MANURAPE),-11.69199,-67.28406,32.5
U.E. ENAREVENA,-10.57579,-66.10579,45.1
U.E. FILADELFIA,-11.345919,-68.757024,53.85
U.E. FORTALEZA,-10.84701,-66.32966,56.25
U.E. GALILEA,-11.41806,-66.56686,70.9
U.E. GENOVEVA RÍOS,-10.9903,-67.42355,79.17
U.E. GERMAN BUSCH,-11.084813,-68.781309,41.55
U.E. GRAL. FEDERICO ROMÁN,-10.47329,-65.50873,34.48
U.E. GREGORIA DESTRE MATURANA,-11.1674,-66.5792,63.98
U.E. GUILLERMO JORDAN,-16.91677,-62.621492,72
U.E. HACIA LA CUMBRE,-17.791147,-63.131139,22.39
U.E. HAZIEL,-17.223649,-62.151999000000004,19.91
U.E. HERNANDO ZANABRIA,-17.897343,-63.284307,60.08
U.E. HIROSHIMA,-11.39288,-67.83469,26.09
U.E. HUMAITA,-10.82152,-66.44747,50.96
U.E. IGNACIO WARNES,-17.50828,-63.166855,40.98
U.E. ING. JORGE MAURICIO ROJAS P.,-17.66311,-62.768739,30.33
U.E. INGAVI,-10.95218,-66.82959,53.26
U.E. INTEGRACION DE LAS AMERICAS,-17.88183,-63.27132,85.14
U.E. ISUTO,-17.74409,-63.19371,24.06
U.E. JORGE BENITO VERA,-10.337642,-67.194509,50.75
U.E. JOSE CHAVEZ,-15.99493,-61.422436,44.59
U.E. JOSE DAVID BERRIOS,-16.901255,-62.632186,66.67
U.E. JOSE FERREIRA,-15.389161,-60.966249,39.02
U.E. JOSE MANUEL VACA,-17.509445,-63.16396,40.71
U.E. JOSE MARIANO SERRANO,-17.837741,-63.259458,48.54
U.E. JOSE ORTIZ SENAR,-16.229512,-61.950802,90.48
U.E. JOSE PESSOA,-15.46235,-60.89307,39.47
U.E. JOSEFINA BALSAMO CORDECRUZ,-17.730587,-63.131925,13.04
U.E. JOSEFINA BALSAMO LOS PINOS,-17.733023,-63.138265,35.58
U.E. JOSERAVI,-18.331839,-62.294156,40.98
U.E. JUAN LUIS OTIN,-19.978201,-63.091266,54.88
U.E. JUANA AZURDUY,-17.412171,-63.903867,60.38
U.E. JUANA AZURDUY DE PADILLA,-10.800389,-66.115933,58.11
U.E. JUANCITO PINTO,-17.58141,-63.142607,78.42
U.E. JUANCITO PINTO,-17.351872,-63.278663,68.16
U.E. LA CURVA,-14.58863,-64.20807,61.05
U.E. LA ESPERANZA,-11.065286,-66.0544,34.62
U.E. LA GRAN CRUZ,-10.36206,-65.401212,87.93
U.E. LAS AMALIAS,-10.97642,-66.79862,95.83
U.E. LAS CRUCES,-17.769627,-63.355385,29.41
U.E. LAS MERCEDES,-11.87276,-67.27101,50
U.E. LAS PEÑAS,-12.63922,-64.39467,50
U.E. LIC. ZACHARY MACY,-17.999197,-63.385014,62.69
U.E. LOS CUSIS,-17.73135,-63.07648,34.02
U.E. LUIS ANTONIO AÑEZ CAMPOS,-17.838165,-63.121047,56.64
U.E. LUZ DE AMERICA,-12.12153,-68.6104,52.29
U.E. LUZ DE ESPERANZA,-17.850111,-63.275124,36.14
U.E. LUZ EN EL CAMINO,-11.08213,-66.17489,55.16
U.E. MACEDONIO PAZ PINO,-13.27234,-63.70535,49.33
U.E. MACHIPO,-19.838954,-63.178835,59.09
U.E. MANANTIAL DE VIDA,-17.852235,-63.072591,60.59
U.E. MANCHESTER,-11.47539,-67.999,30.51
U.E. MANGUITO,-14.89842,-66.63986,87.42
U.E. MANOS UNIDAS,-17.837048,-63.128691,55.17
U.E. MAPAJO,-10.62717,-67.6199,52.94
U.E. MARCELIANO MONTERO,-17.346226,-63.251812,20.36
U.E. MARCELO QUIROGA SANTA CRUZ,-17.253341,-63.237721,77.03
U.E. MARIA DE LAS CANDELARIAS,-17.780873,-63.112536,0
U.E. MARIANO BAPTISTA (EDIFICIO SEDUCA),-11.022279,-68.757394,31.8
U.E. MATEO KULJIS LLIC II,-17.837611,-63.225407,41.67
U.E. MAXIMO NOVILLO,-17.60827,-63.12106,62.7
U.E. MERCEDES DE LAS MINAS,-16.38784,-60.87927,43.75
U.E. MIGUEL APONTE,-17.931516,-63.027941,0
U.E. MIRAFLORES,-11.10459,-66.40204,77.44
U.E. MONS. SANTISTEBAN,-11.237166,-68.689126,53.28
U.E. MONTE CARMELO,-17.598479,-63.116425,50.94
U.E. MOTACUCITO,-18.997497,-57.868878,66.67
U.E. NACIONAL LA GUARDIA,-17.892361,-63.320249,49.65
U.E. NATANIEL GARCIA CHAVEZ,-17.87858,-63.23131,37.23
U.E. NESTOR PAZ ZAMORA,-17.82976,-63.16751,35.12
U.E. NUBIASIX,-16.339511,-62.136902,70.91
U.E. NUESTRA SEÑORA DEL CARMEN,-10.99875,-66.07724,28.81
U.E. NUEVA ALIANZA,-11.37201,-68.35039,55.48
U.E. NUEVA CANAÁN,-11.14435,-69.22169,63.38
U.E. NUEVA EMPRESA,-11.49919,-68.81753,58.81
U.E. NUEVA ESPERANZA,-11.1152,-68.88235,34.57
U.E. NUEVA JERUSALEN-PENTAGUAZU,-17.602407,-63.128957,57.88
U.E. NUEVO HORIZONTE,-17.313131,-64.152104,84.55
U.E. NUEVO HORIZONTE,-11.518724,-66.778062,52.38
U.E. NUEVO MILENIO,-17.320771,-63.246956,61.96
U.E. ORLANDO MONASTERIO CLAURE,-14.8181,-64.93098,39.11
U.E. PAITITI,-17.559798,-63.175175,69.64
U.E. PALERMO,-15.766938,-64.971922,61.9
U.E. PALMA REAL,-11.65824,-67.72301,46.71
U.E. PALMAR DEL ORIENTE,-17.845564,-63.163259,32.35
U.E. PALMITO,-18.91338,-58.40663,38.24
